;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;bird_type;family;scientific_name
109;296181;Influenza - Avian;H5N8 HPAI;50.4022;15.0414;B ezno;Czech Republic;Europe;2021-03-06;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
110;296180;Influenza - Avian;H5N8 HPAI;50.1075;15.52722;Vápno;Czech Republic;Europe;2021-03-19;2021-05-24;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
111;296179;Influenza - Avian;H5N8 HPAI;49.5344;13.9767;Po aply;Czech Republic;Europe;2021-03-10;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
112;296178;Influenza - Avian;H5N8 HPAI;49.7347;13.1;Hn vnice;Czech Republic;Europe;2021-02-27;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
113;296177;Influenza - Avian;H5N8 HPAI;49.9314;17.9778;Velké Hoštice;Czech Republic;Europe;2021-03-06;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
114;296176;Influenza - Avian;H5N8 HPAI;50.33222;15.44667;Vysoké Veselí;Czech Republic;Europe;2021-03-25;2021-05-24;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
115;296175;Influenza - Avian;H5N8 HPAI;50.17333;15.36417;Slibovice;Czech Republic;Europe;2021-03-26;2021-05-24;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
116;296174;Influenza - Avian;H5N8 HPAI;50.39;14.68;Chorušice;Czech Republic;Europe;2021-05-16;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
117;296173;Influenza - Avian;H5N8 HPAI;50.17306;15.54611;Kosi ky (T esice);Czech Republic;Europe;2021-03-26;2021-05-24;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
118;296172;Influenza - Avian;H5N8 HPAI;50.42;14.89; ejetice;Czech Republic;Europe;2021-05-17;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
119;296171;Influenza - Avian;H5N8 HPAI;51.27;5.74;Weert;Netherlands;Europe;2021-05-21;2021-05-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
120;296170;Influenza - Avian;H5N8 HPAI;47.9194;36.7764;Vesele;Ukraine;Europe;2021-02-01;2021-05-21;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
121;296169;Influenza - Avian;H5N8 HPAI;51.83;7.85;Landkreis Warendorf;Germany;Europe;2021-03-10;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
122;296168;Influenza - Avian;H5N8 HPAI;52.15;8.59;Landkreis Herford;Germany;Europe;2021-03-10;2021-05-21;wild, crane;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
123;296167;Influenza - Avian;H5N8 HPAI;52.03;8.79;Landkreis Lippe;Germany;Europe;2021-03-25;2021-05-21;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
124;296166;Influenza - Avian;H5N8 HPAI;52.36;9.01;Landkreis Minden-Lübbecke;Germany;Europe;2021-03-12;2021-05-21;wild,crane,wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
125;296165;Influenza - Avian;H5N8 HPAI;52.02;8.43;Landkreis Gütersloh;Germany;Europe;2021-03-29;2021-05-21;wild,strigidae (unidentified):strigidae (incognita)(strigidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;strigidae;NA
126;296164;Influenza - Avian;H5N8 HPAI;51.8177;6.5216;Landkreis Borken;Germany;Europe;2021-05-06;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
127;296163;Influenza - Avian;H5N8 HPAI;51.66;6.87;Landkreis Wesel;Germany;Europe;2021-05-06;2021-05-21;wild, swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
128;296162;Influenza - Avian;H5N8 HPAI;51.8;6.12;Landkreis Kleve;Germany;Europe;2021-02-05;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
129;296161;Influenza - Avian;H5N8 HPAI;52.01;7.65;Münster;Germany;Europe;2021-03-03;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
130;296160;Influenza - Avian;H5N8 HPAI;52.05;8.55;Bielefeld;Germany;Europe;2021-03-10;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
131;296154;Influenza - Avian;H5N8 HPAI;52.57;13.24;Berlin;Germany;Europe;2021-02-26;2021-05-21;wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, cormorant, wild, swan, wild, accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
132;296153;Influenza - Avian;H5N8 HPAI;46.288824;25.038253;CRISTURU SECUIESC;Romania;Europe;2021-05-13;2021-05-21;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
133;296152;Influenza - Avian;H5N8 HPAI;52.97;11.8;Landkreis Prignitz;Germany;Europe;2021-02-24;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, accipitridae (accipitridae), wild, swan);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
134;296151;Influenza - Avian;H5N8 HPAI;52.43;12.64;Brandenburg, Stadt;Germany;Europe;2021-03-01;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
135;296150;Influenza - Avian;H5N8 HPAI;52.41;12.97;Potsdam, Stadt;Germany;Europe;2021-03-05;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
136;296149;Influenza - Avian;H5N8 HPAI;52.92;12.81;Landkreis Ostprignitz-Ruppin;Germany;Europe;2021-03-04;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, swan);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
137;296148;Influenza - Avian;H5N8 HPAI;52.12;13.44;Landkreis Teltow-Fläming;Germany;Europe;2021-03-05;2021-05-20;wild,accipitridae (accipitridae), wild, anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
138;296147;Influenza - Avian;H5N8 HPAI;52.87;14.14;Landkreis Märkisch-Oderland;Germany;Europe;2021-03-04;2021-05-20;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
139;296146;Influenza - Avian;H5N8 HPAI;52.91;14.14;Landkreis Barnim;Germany;Europe;2021-03-08;2021-05-20;wild,accipitridae (accipitridae), wild, swan);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
140;296145;Influenza - Avian;H5N8 HPAI;52.42;12.73;Landkreis Potsdam-Mittelmark;Germany;Europe;2021-02-12;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, crow, wild, heron, wild, accipitridae (accipitridae), wild, swan, wild, strigidae (unidentified):strigidae (incognita)(strigidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
141;296144;Influenza - Avian;H5N8 HPAI;51.4;13.84;Landkreis Oberspreewald-Lausitz;Germany;Europe;2021-03-16;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, swan);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
142;296143;Influenza - Avian;H5N8 HPAI;52.16;14.25;Landkreis Oder-Spree;Germany;Europe;2021-02-25;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
143;296142;Influenza - Avian;H5N8 HPAI;53.09;14.23;Landkreis Uckermark;Germany;Europe;2021-02-25;2021-05-20;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
144;296141;Influenza - Avian;H5N8 HPAI;51.6;13.25;Landkreis Elbe-Elster;Germany;Europe;2021-04-07;2021-05-20;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
145;296140;Influenza - Avian;H5N8 HPAI;52.82;13.01;Landkreis Oberhavel;Germany;Europe;2021-02-25;2021-05-20;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
146;296139;Influenza - Avian;H5N8 HPAI;52.3714;13.6965;Landkreis Dahme-Spreewald;Germany;Europe;2021-02-26;2021-05-20;wild, swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
147;296138;Influenza - Avian;H5N1 HPAI;60.209;24.979;Helsinki;Finland;Europe;2021-05-12;2021-05-20;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
148;296007;Influenza - Avian;H5N8 HPAI;48.13;7.8;TENINGEN;Germany;Europe;2021-03-29;2021-05-19;wild,anatidae (unidentified):anatidae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
149;296006;Influenza - Avian;H5N8 HPAI;48.36;8.1;zell am harmersbach;Germany;Europe;2021-03-25;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
150;296005;Influenza - Avian;H5N8 HPAI;47.65;7.99;herrischried;Germany;Europe;2021-03-22;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
151;296004;Influenza - Avian;H5N8 HPAI;47.85;8.4;löffingen;Germany;Europe;2021-03-30;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
152;296003;Influenza - Avian;H5N8 HPAI;48.04;7.65;IHRINGEN;Germany;Europe;2021-03-30;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
153;296002;Influenza - Avian;H5N8 HPAI;47.88;8.341;löffingen;Germany;Europe;2021-03-26;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
154;296001;Influenza - Avian;H5N8 HPAI;48.02;7.85;FREIBURG IM BREISGAU;Germany;Europe;2021-03-26;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
155;296000;Influenza - Avian;H5N8 HPAI;48.12;7.73;bahlingen am kaiserstuhl;Germany;Europe;2021-03-29;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
156;295999;Influenza - Avian;H5N8 HPAI;48.17;7.64;wyhl am kaiserstuhl;Germany;Europe;2021-03-23;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
157;295998;Influenza - Avian;H5N8 HPAI;47.92;8.18;TITISEE-NEUSTADT;Germany;Europe;2021-03-24;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
158;295997;Influenza - Avian;H5N8 HPAI;48.34;9.48;münsingen;Germany;Europe;2021-03-23;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
159;295996;Influenza - Avian;H5N8 HPAI;48.06;7.89;denzlingen;Germany;Europe;2021-03-23;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
160;295995;Influenza - Avian;H5N8 HPAI;48.13;7.8;TENINGEN;Germany;Europe;2021-03-25;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
161;295994;Influenza - Avian;H5N8 HPAI;47.91;8.11;titisee-neustadt;Germany;Europe;2021-03-23;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
162;295993;Influenza - Avian;H5N8 HPAI;48.29;8.48;fluorn-winzeln;Germany;Europe;2021-03-26;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
163;295992;Influenza - Avian;H5N8 HPAI;48.08;7.91;waldkirch;Germany;Europe;2021-03-23;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
164;295991;Influenza - Avian;H5N8 HPAI;48.04;7.65;IHRINGEN;Germany;Europe;2021-03-31;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
165;295990;Influenza - Avian;H5N8 HPAI;48.36;8.11;ZELL AM HARMERSBACH;Germany;Europe;2021-03-25;2021-05-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
166;295930;Influenza - Avian;H5N8 HPAI;49.58;10.9;Landkreis Erlangen-Höchstadt;Germany;Europe;2021-02-17;2021-05-19;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, heron);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
167;295929;Influenza - Avian;H5N8 HPAI;49.93;11.57;Bayreuth;Germany;Europe;2021-02-17;2021-05-19;wild,heron,wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, anatidae (unidentified):anatidae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
168;295928;Influenza - Avian;H5N8 HPAI;49.21;12.53;Landkreis Cham;Germany;Europe;2021-02-23;2021-05-19;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
169;295927;Influenza - Avian;H5N8 HPAI;49.8054;11.894;Landkreis Tirschenreuth;Germany;Europe;2021-02-22;2021-05-19;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae), wild, heron);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
170;295926;Influenza - Avian;H5N8 HPAI;48.81;12.92;Landkreis Deggendorf;Germany;Europe;2021-03-22;2021-05-19;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
171;295925;Influenza - Avian;H5N8 HPAI;49.79;10.2;Landkreis Kitzingen;Germany;Europe;2021-03-23;2021-05-19;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
172;295924;Influenza - Avian;H5N8 HPAI;49.1;10.73;Landkreis Weißenburg-Gunzenhausen;Germany;Europe;2021-03-19;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
173;295923;Influenza - Avian;H5N8 HPAI;50.31;11.92;Hof;Germany;Europe;2021-04-08;2021-05-19;wild, swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
174;295922;Influenza - Avian;H5N8 HPAI;48.76;11.41;Ingolstadt;Germany;Europe;2021-04-08;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
175;295921;Influenza - Avian;H5N8 HPAI;48.55;10.38;Landkreis Dillingen a.d. Donau;Germany;Europe;2021-04-20;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
176;295920;Influenza - Avian;H5N8 HPAI;49.7;10.03;Sommerhausen;Germany;Europe;2021-03-12;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
177;295919;Influenza - Avian;H5N8 HPAI;50.13;11.25;Landkreis Lichtenfels;Germany;Europe;2021-03-19;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
178;295918;Influenza - Avian;H5N8 HPAI;48.88;12.72;Landkreis Straubing-Bogen;Germany;Europe;2021-03-17;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
179;295917;Influenza - Avian;H5N8 HPAI;49.8;11.9;Landkreis Neustadt a.d. Waldnaab;Germany;Europe;2021-03-15;2021-05-19;wild, swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
180;295916;Influenza - Avian;H5N8 HPAI;49.21;11.16;Landkreis Roth;Germany;Europe;2021-02-24;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
181;295915;Influenza - Avian;H5N8 HPAI;48.89;12.55;Straubing;Germany;Europe;2021-02-23;2021-05-19;wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
182;295914;Influenza - Avian;H5N8 HPAI;50.0;10.49;Landkreis Haßberge;Germany;Europe;2021-02-26;2021-05-19;wild,anatidae (unidentified):anatidae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
183;295913;Influenza - Avian;H5N8 HPAI;49.85;10.85;Landkreis Bamberg;Germany;Europe;2021-03-08;2021-05-19;wild, heron;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
184;295912;Influenza - Avian;H5N8 HPAI;49.08;12.88;Landkreis Regen;Germany;Europe;2021-03-09;2021-05-19;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
185;295911;Influenza - Avian;H5N8 HPAI;50.02;11.39;Landkreis Kulmbach;Germany;Europe;2021-03-10;2021-05-19;wild,swan,wild,anserinae (unidentified):anserinae (incognita)(anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
186;295910;Influenza - Avian;H5N5 HPAI;47.67;8.97;Landkreis Konstanz;Germany;Europe;2021-02-22;2021-05-19;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N5;Wild;accipitridae;NA
187;295909;Influenza - Avian;H5 HPAI;55.540471;12.926438;Brunkeflostrand;Sweden;Europe;2021-05-05;2021-05-19;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5;Wild;NA;NA
188;295778;Influenza - Avian;H5N8 HPAI;59.764751;17.555755;Dalby;Sweden;Europe;2021-05-01;2021-05-19;wild, buzzard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
189;295777;Influenza - Avian;H5N8 HPAI;43.793961;-0.675154;LAMOTHE;France;Europe;2020-12-31;2021-05-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
190;295776;Influenza - Avian;H5N8 HPAI;43.822318;-0.556297;HAUT-MAUCO;France;Europe;2021-01-10;2021-05-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
191;295775;Influenza - Avian;H5N8 HPAI;43.882078;-0.724277;SAINT-YAGUEN;France;Europe;2021-01-02;2021-05-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
192;295774;Influenza - Avian;H5N8 HPAI;43.576379;-0.16531;diusse;France;Europe;2021-01-05;2021-05-18;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
193;295773;Influenza - Avian;H5N8 HPAI;43.775064;-0.694448;SOUPROSSE;France;Europe;2021-01-06;2021-05-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
194;295772;Influenza - Avian;H5N8 HPAI;43.678167;-0.855614;POYARTIN;France;Europe;2021-01-06;2021-05-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
195;295769;Influenza - Avian;H5N1 HPAI;53.252;7.099;Finsterwolde;Netherlands;Europe;2021-04-14;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
196;295768;Influenza - Avian;H5N1 HPAI;53.406;6.462;Pieterburen;Netherlands;Europe;2021-04-15;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
197;295767;Influenza - Avian;H5N1 HPAI;53.256;5.603;minnertsga;Netherlands;Europe;2021-04-24;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
198;295766;Influenza - Avian;H5N1 HPAI;53.301;7.085;Termunten;Netherlands;Europe;2021-04-24;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
199;295765;Influenza - Avian;H5N1 HPAI;53.49194;6.260833;Schiermonnikoog;Netherlands;Europe;2021-03-17;2021-05-14;wild,charadriidae (unidentified):charadriidae (incognita)(charadriidae));OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;charadriidae;NA
200;295764;Influenza - Avian;H5N1 HPAI;53.344;6.154;Ee;Netherlands;Europe;2021-04-24;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
201;295763;Influenza - Avian;H5N1 HPAI;53.404;6.08;Moddergat;Netherlands;Europe;2021-04-24;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
202;295762;Influenza - Avian;H5N1 HPAI;53.29833;7.078056;Termunten;Netherlands;Europe;2021-03-22;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
203;295761;Influenza - Avian;H5N1 HPAI;53.29694;7.079167;Termunten;Netherlands;Europe;2021-03-24;2021-05-14;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
204;295760;Influenza - Avian;H5N8 HPAI;54.694635;23.770192;BUDVIECIAI;Lithuania;Europe;2021-05-08;2021-05-14;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
205;295759;Influenza - Avian;H5N8 HPAI;54.529558;23.330703;KUMELIONYS;Lithuania;Europe;2021-05-08;2021-05-14;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
206;295758;Influenza - Avian;H5N8 HPAI;54.77828;25.133326;PIKUTISKES;Lithuania;Europe;2021-05-08;2021-05-14;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
207;295757;Influenza - Avian;H5N8 HPAI;55.273122;23.477015;TAURUPYS;Lithuania;Europe;2021-05-13;2021-05-14;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
208;295756;Influenza - Avian;H5N8 HPAI;55.956882;23.236975;TOLOCIAI;Lithuania;Europe;2021-05-07;2021-05-14;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
209;295755;Influenza - Avian;H5N8 HPAI;51.26;12.91;Grimma;Germany;Europe;2020-12-24;2021-05-14;domestic, goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
210;295754;Influenza - Avian;H5N8 HPAI;51.27;12.87;Grimma;Germany;Europe;2020-12-28;2021-05-14;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
211;295753;Influenza - Avian;H5N8 HPAI;31.3;91.783333;Hangcuo Lake National Wetland Park ;China;Asia;NA;2021-05-19;wild, unspecified bird;National authorities;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
213;295716;Influenza - Avian;H5N8 HPAI;53.02;8.45;Ganderkesee;Germany;Europe;2021-01-20;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
214;295715;Influenza - Avian;H5N8 HPAI;52.88;8.09;Cloppenburg;Germany;Europe;2020-12-20;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
215;295714;Influenza - Avian;H5N8 HPAI;52.91;8.07;garrel;Germany;Europe;2020-12-23;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
216;295713;Influenza - Avian;H5N8 HPAI;52.99;8.03;garrel;Germany;Europe;2020-12-25;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
217;295712;Influenza - Avian;H5N8 HPAI;52.93;8.06;garrel;Germany;Europe;2020-12-26;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
218;295711;Influenza - Avian;H5N8 HPAI;53.67;8.54;Wurster Nordseeküste;Germany;Europe;2021-01-12;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
219;295710;Influenza - Avian;H5N8 HPAI;53.53;7.71;Wittmund;Germany;Europe;2021-01-20;2021-05-07;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
220;295709;Influenza - Avian;H5N8 HPAI;52.953894;7.973145;garrel;Germany;Europe;2021-03-04;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
221;295708;Influenza - Avian;H5N8 HPAI;52.933046;7.987833;garrel;Germany;Europe;2021-03-02;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
222;295707;Influenza - Avian;H5N8 HPAI;52.92;8.1;Garrel;Germany;Europe;2020-12-26;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
223;295706;Influenza - Avian;H5N8 HPAI;52.928994;7.955941;garrel;Germany;Europe;2021-02-21;2021-05-07;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
224;295705;Influenza - Avian;H5N8 HPAI;52.74402;8.273429;Vechta;Germany;Europe;2021-03-01;2021-05-07;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
