;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;bird_type;family;scientific_name
7163;222904;Influenza - Avian;H5N8 HPAI;53.7069;16.691036;Szczecinek;Poland;Europe;2017-01-18;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7164;222903;Influenza - Avian;H5N8 HPAI;51.117519;17.037051;Wroclaw;Poland;Europe;2017-01-17;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7165;222844;Influenza - Avian;H5N8 HPAI;43.4297;0.4706;SAINT ELIX THEUX;France;Europe;2017-01-09;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7166;222843;Influenza - Avian;H5N8 HPAI;43.605;-0.405833;PUYOL-CAZALET;France;Europe;2017-01-09;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7167;222842;Influenza - Avian;H5N8 HPAI;43.4703;0.3117;Laas;France;Europe;2017-01-09;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7168;222841;Influenza - Avian;H5N8 HPAI;43.627222;0.358333;Saint-Arailles;France;Europe;2017-01-09;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7169;222840;Influenza - Avian;H5N8 HPAI;12.18;76.39;Sri Chamarajendra Zoological Gardens, Mysuru;India;Asia;2016-12-28;2017-01-19;wild, greylag goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7170;222839;Influenza - Avian;H5N8 HPAI;26.12;78.1;Gwalior;India;Asia;2016-10-18;2017-01-19;wild, stork;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7171;222838;Influenza - Avian;H5N8 HPAI;28.36;77.14;New Delhi;India;Asia;2016-10-14;2017-01-19;wild, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7172;222836;Influenza - Avian;H5N8 HPAI;52.068889;20.287917;Popielarnia;Poland;Europe;2017-01-18;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7173;222835;Influenza - Avian;H5N8 HPAI;45.8825;17.3856;Virovitica city;Croatia;Europe;2017-01-11;2017-01-19;wild,great cormorant (phalacrocorax carbo));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7174;222834;Influenza - Avian;H5N8 HPAI;46.2433;16.9228;Soderica lake;Croatia;Europe;2017-01-10;2017-01-19;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7175;222833;Influenza - Avian;H5N8 HPAI;48.567905;26.193884;Vilkhovets;Ukraine;Europe;2017-01-15;2017-01-18;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7176;222832;Influenza - Avian;H5N8 HPAI;44.5522;26.3825;Catrunesti;Romania;Europe;2017-01-14;2017-01-19;wild, whooper swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7177;222831;Influenza - Avian;H5N8 HPAI;48.517007;17.524723;Horna Krupa;Slovakia;Europe;2017-01-12;2017-01-19;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7178;222830;Influenza - Avian;H5N8 HPAI;49.062168;21.41713;Chmelov (Podhrabina);Slovakia;Europe;2017-01-10;2017-01-19;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7179;222829;Influenza - Avian;H5N8 HPAI;47.794377;18.13504;Landor;Slovakia;Europe;2017-01-09;2017-01-19;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7180;222828;Influenza - Avian;H5N8 HPAI;47.808587;18.108485;Kava;Slovakia;Europe;2017-01-09;2017-01-19;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7181;222827;Influenza - Avian;H5N8 HPAI;47.774213;17.755512;Cicov;Slovakia;Europe;2017-01-09;2017-01-19;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7182;222826;Influenza - Avian;H5N8 HPAI;51.94;14.02;Alt Zauche-Wußwerk;Germany;Europe;2017-01-17;2017-01-18;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7183;222825;Influenza - Avian;H5N8 HPAI;52.66;8.54;Eydelstedt;Germany;Europe;2017-01-16;2017-01-18;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7184;222823;Influenza - Avian;H5N8 HPAI;22.17;73.1;Wadhawana Lake;India;Asia;2016-12-05;2017-01-17;wild, greylag goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7185;222822;Influenza - Avian;H5N8 HPAI;45.173617;19.92935;Stražilovo;Serbia;Europe;2016-12-21;2017-01-18;wild, buzzard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7186;222814;Influenza - Avian;H5N8 HPAI;49.0465;14.4246;Vodnany;Czech Republic;Europe;2017-01-15;2017-01-18;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7187;222813;Influenza - Avian;H5N8 HPAI;53.270714;16.469589;Walcz;Poland;Europe;2017-01-13;2017-01-18;wild,mallard,wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7188;222812;Influenza - Avian;H5N8 HPAI;51.1457;15.0036;Zgorzelec;Poland;Europe;2017-01-11;2017-01-18;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7189;222811;Influenza - Avian;H5N8 HPAI;51.405278;17.860833;Bierzow;Poland;Europe;2017-01-16;2017-01-18;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7190;222810;Influenza - Avian;H5N8 HPAI;53.46377;0.020403;Louth;U.K. of Great Britain and Northern Ireland;Europe;2017-01-15;2017-01-17;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7191;222809;Influenza - Avian;H5N8 HPAI;54.04769;-2.15504;North Yorkshire;U.K. of Great Britain and Northern Ireland;Europe;2017-01-05;2017-01-17;wild, mallard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7192;222808;Influenza - Avian;H5N8 HPAI;54.90201;-1.48687;Tyne & Wear;U.K. of Great Britain and Northern Ireland;Europe;2017-01-02;2017-01-17;wild,black headed gull (chroicocephalus ridibundus));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7193;222807;Influenza - Avian;H5N8 HPAI;54.16893;-2.80255;Lancashire;U.K. of Great Britain and Northern Ireland;Europe;2017-01-02;2017-01-17;wild, tufted duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7194;222801;Influenza - Avian;H5N8 HPAI;49.6071;17.2444;Olomouc;Czech Republic;Europe;2017-01-16;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7195;222800;Influenza - Avian;H5N8 HPAI;50.0956;14.4203;Prague;Czech Republic;Europe;2017-01-14;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7196;222799;Influenza - Avian;H5N8 HPAI;49.6026;17.2354;Olomouc;Czech Republic;Europe;2017-01-11;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7197;222795;Influenza - Avian;H5 HPAI;44.4698;39.5228;Khadyzhensk;Russian Federation;Europe;2017-01-01;2017-01-16;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5;Wild;NA;NA
7198;222793;Influenza - Avian;H5N6 HPAI;35.506132;136.781345;Yamagata-shi;Japan;Asia;2017-01-14;2017-01-16;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N6;Domestic;Phasianidae;NA
7199;222792;Influenza - Avian;H5N8 HPAI;43.595833;-0.325833;Miramont-Sensacq;France;Europe;2017-01-11;2017-01-16;wild, buzzard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7200;222791;Influenza - Avian;H5N8 HPAI;45.7792;15.9333;Jezero Jarun;Croatia;Europe;2017-01-04;2017-01-16;wild,mute swan (cygnus olor), wild, great cormorant (phalacrocorax carbo));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7201;222790;Influenza - Avian;H5N8 HPAI;45.743597;16.209793;Sop Bukevski;Croatia;Europe;2017-01-13;2017-01-16;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7202;222759;Influenza - Avian;H5N8 HPAI;53.91;9.18;Dithmarschen;Germany;Europe;2017-01-23;2017-01-24;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7203;222758;Influenza - Avian;H5N8 HPAI;49.0863;17.4488;Uherské Hradiste;Czech Republic;Europe;2017-01-24;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7204;222757;Influenza - Avian;H5N8 HPAI;49.2159;17.5208;Otrokovice;Czech Republic;Europe;2017-01-24;2017-01-25;wild, mallard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7205;222756;Influenza - Avian;H5N8 HPAI;48.9818;14.475;Ceské Budejovice;Czech Republic;Europe;2017-01-24;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7206;222755;Influenza - Avian;H5N8 HPAI;49.9452;17.8993;Opava;Czech Republic;Europe;2017-01-23;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7207;222754;Influenza - Avian;H5N8 HPAI;50.23;17.2155;Jeseník;Czech Republic;Europe;2017-01-23;2017-01-25;wild,mute swan (cygnus olor), wild, greylag goose);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7208;222753;Influenza - Avian;H5N8 HPAI;50.0297;15.206;Kolín;Czech Republic;Europe;2017-01-21;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7209;222752;Influenza - Avian;H5N8 HPAI;50.2165;15.8526;Hradec Králové;Czech Republic;Europe;2017-01-21;2017-01-25;wild,mute swan (cygnus olor), wild, wild duck);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7210;222751;Influenza - Avian;H5N8 HPAI;50.2161;15.8406;Hradec Králové;Czech Republic;Europe;2017-01-20;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7211;222750;Influenza - Avian;H5N8 HPAI;50.0825;14.4626;Prague;Czech Republic;Europe;2017-01-17;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7212;222749;Influenza - Avian;H5N8 HPAI;50.0825;14.4626;Prague;Czech Republic;Europe;2017-01-17;2017-01-25;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7213;222748;Influenza - Avian;H5N8 HPAI;49.414;14.6698;Tábor;Czech Republic;Europe;2017-01-17;2017-01-25;wild,mallard,wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7214;222747;Influenza - Avian;H5N8 HPAI;50.4107;16.1671;Hradec Králové;Czech Republic;Europe;2017-01-16;2017-01-25;wild, mallard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7218;222742;Influenza - Avian;H5N5 HPAI;53.83;9.56;Süderau;Germany;Europe;2017-01-22;2017-01-24;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N5;Domestic;NA;NA
7219;222741;Influenza - Avian;H5N8 HPAI;45.736762;13.345811;Aquileia;Italy;Europe;2017-01-19;2017-01-24;wild, whooper swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7220;222740;Influenza - Avian;H5N8 HPAI;45.30428;12.112575;Piove di Sacco;Italy;Europe;2017-01-23;2017-01-24;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7221;222739;Influenza - Avian;H5N8 HPAI;32.051;34.8229;RAMAT GAN;Israel;Asia;2017-01-03;2017-01-24;wild,mallard,wild,greylag goose,wild,wild duck,wild,black headed gull (chroicocephalus ridibundus), wild, hooded crow (corvus cornix), wild, gull);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7222;222738;Influenza - Avian;H5N8 HPAI;29.572;34.972;Eilat;Israel;Asia;2016-12-26;2017-01-24;wild,greater flamingo (phoenicopterus roseus));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7223;222737;Influenza - Avian;H5N8 HPAI;31.737025;34.723035;BEER TOVIYYA;Israel;Asia;2016-12-08;2017-01-24;wild, glossy ibis , wild, cattle egret;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7224;222736;Influenza - Avian;H5N8 HPAI;49.4512;17.4476;Prerov;Czech Republic;Europe;2017-01-20;2017-01-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7225;222735;Influenza - Avian;H5N8 HPAI;49.378;14.6935;Sobeslav;Czech Republic;Europe;2017-01-18;2017-01-24;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7226;222734;Influenza - Avian;H5N6 HPAI;32.163975;131.473573;Kijo-cho;Japan;Asia;2017-01-24;2017-01-25;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N6;Domestic;Phasianidae;NA
7227;222733;Influenza - Avian;H5N8 HPAI;49.6071;17.2444;Olomouc;Czech Republic;Europe;2017-01-16;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7228;222732;Influenza - Avian;H5N8 HPAI;50.0956;14.4203;Prague;Czech Republic;Europe;2017-01-14;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7229;222731;Influenza - Avian;H5N8 HPAI;49.6026;17.2354;Olomouc;Czech Republic;Europe;2017-01-11;2017-01-17;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7230;222730;Influenza - Avian;H5N8 HPAI;45.367;16.787;Muzilovcica;Croatia;Europe;2016-12-29;2017-01-24;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7231;222725;Influenza - Avian;H5N8 HPAI;32.385276;35.035238;MAGGAL;Israel;Asia;2017-01-15;2017-01-23;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7232;222724;Influenza - Avian;H5N8 HPAI;32.34358;34.915289;KEFAR MONASH;Israel;Asia;2017-01-14;2017-01-23;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7233;222723;Influenza - Avian;H5N8 HPAI;32.690157;35.194605;NAHALAL;Israel;Asia;2017-01-01;2017-01-23;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7234;222722;Influenza - Avian;H5N1 HPAI;24.9147;88.676;Rajshashi Medical College Campus, Sadar;Bangladesh;Asia;2017-01-15;2017-01-21;wild, crow;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
7235;222720;Influenza - Avian;H5N8 HPAI;53.0;-8.13;Co. Tipperary;Ireland;Europe;2017-01-13;2017-01-23;wild, whooper swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7236;222719;Influenza - Avian;H5N8 HPAI;53.26;-8.93;Co. Galway;Ireland;Europe;2016-12-30;2017-01-23;wild,eurasian wigeon (anas penelope));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7237;222715;Influenza - Avian;H5N8 HPAI;48.3;16.92;Vysoka pri Morave;Slovakia;Europe;2017-01-18;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7238;222714;Influenza - Avian;H5N8 HPAI;48.22;17.58;Puste Ulany;Slovakia;Europe;2017-01-17;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7239;222713;Influenza - Avian;H5N8 HPAI;48.13;17.92;Trnovec nad Vahom;Slovakia;Europe;2017-01-17;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7240;222712;Influenza - Avian;H5N8 HPAI;47.99;17.75;Trhova Hradska;Slovakia;Europe;2017-01-16;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7241;222711;Influenza - Avian;H5N8 HPAI;48.84;17.19;Skalica;Slovakia;Europe;2017-01-16;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7242;222710;Influenza - Avian;H5N8 HPAI;48.6;16.99;Sekule;Slovakia;Europe;2017-01-16;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7243;222709;Influenza - Avian;H5N8 HPAI;48.383762;20.002749;Rimavska Sobota;Slovakia;Europe;2017-01-16;2017-01-22;wild, mallard;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7244;222708;Influenza - Avian;H5N8 HPAI;48.05;18.65;Zeliezovce;Slovakia;Europe;2017-01-16;2017-01-22;wild, grey heron;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7245;222707;Influenza - Avian;H5N8 HPAI;48.097542;18.216502;Surany;Slovakia;Europe;2017-01-16;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7246;222706;Influenza - Avian;H5N8 HPAI;47.842619;17.883227;Zemianska Olca - Lipove;Slovakia;Europe;2017-01-15;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7247;222705;Influenza - Avian;H5N8 HPAI;47.89597;18.118849;Imel;Slovakia;Europe;2017-01-15;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7248;222704;Influenza - Avian;H5N8 HPAI;48.5;16.95;Male Levare;Slovakia;Europe;2017-01-14;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7249;222703;Influenza - Avian;H5N8 HPAI;47.871292;17.825776;Sokolce;Slovakia;Europe;2017-01-13;2017-01-22;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7250;222702;Influenza - Avian;H5N8 HPAI;49.25;18.68;Zilinska Lehota;Slovakia;Europe;2017-01-12;2017-01-22;wild,eurasian blackbird (turdus merula));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7251;222701;Influenza - Avian;H5N8 HPAI;47.966086;18.239812;Dvory nad Zitavou;Slovakia;Europe;2017-01-11;2017-01-22;wild, whooper swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7252;222695;Influenza - Avian;H5N1 HPAI;23.860432;90.215858;SS Agro Complex, Burokoi, Kulla;Bangladesh;Asia;2017-01-15;2017-01-21;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;NA
7253;222694;Influenza - Avian;H5N8 HPAI;51.74;11.95;Anhalt-Bitterfeld;Germany;Europe;2017-01-20;2017-01-20;wild, wild duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7254;222693;Influenza - Avian;H5N8 HPAI;51.07;13.67;Dresden;Germany;Europe;2017-01-19;2017-01-20;wild, wild duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7255;222692;Influenza - Avian;H5N8 HPAI;51.1;13.62;Meißen;Germany;Europe;2017-01-19;2017-01-20;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7256;222691;Influenza - Avian;H5N8 HPAI;51.46;13.5;Elbe-Elster;Germany;Europe;2017-01-19;2017-01-20;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7257;222690;Influenza - Avian;H5N8 HPAI;52.99;7.92;Bösel;Germany;Europe;2017-01-18;2017-01-20;domestic, turkey;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;NA;NA
7258;222689;Influenza - Avian;H5N8 HPAI;53.18;10.74;Lüneburg;Germany;Europe;2017-01-16;2017-01-20;wild, wild duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7259;222688;Influenza - Avian;H5N8 HPAI;53.36;11.16;Ludwigslust-Parchim;Germany;Europe;2017-01-16;2017-01-20;wild, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7260;222687;Influenza - Avian;H5N8 HPAI;48.74;11.24;Neuburg-Schrobenhausen;Germany;Europe;2017-01-13;2017-01-20;wild, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7261;222686;Influenza - Avian;H5N8 HPAI;48.29;13.0;Rottal-Inn;Germany;Europe;2016-11-18;2017-01-20;wild, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7262;222685;Influenza - Avian;H5N8 HPAI;60.142013;22.679232;Kemiönsaari;Finland;Europe;2017-01-15;2017-01-20;wild,white tailed eagle (haliaeetus albicilla));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7263;222684;Influenza - Avian;H5N8 HPAI;46.6717;16.0778;Rankovci;Slovenia;Europe;2017-01-18;2017-01-24;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7264;222683;Influenza - Avian;H5N8 HPAI;46.3797;15.67;Pragersko;Slovenia;Europe;2017-01-17;2017-01-24;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7265;222682;Influenza - Avian;H5N8 HPAI;46.3994;15.9106;lake Ptuj;Slovenia;Europe;2017-01-17;2017-01-24;wild,mute swan (cygnus olor));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
7266;222677;Influenza - Avian;H5N8 HPAI;43.6681;-0.4875;AUBAGNAN;France;Europe;2017-01-17;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7267;222676;Influenza - Avian;H5N8 HPAI;43.576944;-0.376667;PIMBO;France;Europe;2017-01-17;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7268;222675;Influenza - Avian;H5N8 HPAI;43.3161;0.3028;LUBRET SAINT LUC;France;Europe;2017-01-14;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7269;222674;Influenza - Avian;H5N8 HPAI;43.7575;-0.573056;SAINT SEVER;France;Europe;2017-01-14;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7270;222673;Influenza - Avian;H5N8 HPAI;43.6397;-0.485556;SAMADET;France;Europe;2017-01-14;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7271;222672;Influenza - Avian;H5N8 HPAI;43.6397;-0.485556;SAMADET;France;Europe;2017-01-13;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7272;222671;Influenza - Avian;H5N8 HPAI;43.3347;0.2881;ANTIN;France;Europe;2017-01-13;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7273;222670;Influenza - Avian;H5N8 HPAI;43.3347;0.2881;ANTIN;France;Europe;2017-01-13;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7274;222669;Influenza - Avian;H5N8 HPAI;43.3347;0.2881;ANTIN;France;Europe;2017-01-13;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7275;222668;Influenza - Avian;H5N8 HPAI;43.2442;0.2075;COUSSAN;France;Europe;2017-01-13;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7276;222667;Influenza - Avian;H5N8 HPAI;43.6747;-355;BAHUS SOUBIRAN;France;Europe;2017-01-13;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7277;222666;Influenza - Avian;H5N8 HPAI;43.4297;0.4706;SAINT ELIX THEUX;France;Europe;2017-01-13;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7278;222665;Influenza - Avian;H5N8 HPAI;43.595833;-0.325833;MIRAMONT SENSACQ;France;Europe;2017-01-12;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7279;222664;Influenza - Avian;H5N8 HPAI;43.595833;-0.325833;MIRAMONT SENSACQ;France;Europe;2017-01-12;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7280;222663;Influenza - Avian;H5N8 HPAI;43.696944;-0.377222;EUGENIE LES BAINS;France;Europe;2017-01-12;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7281;222662;Influenza - Avian;H5N8 HPAI;43.640833;-0.3775;GEAUNE;France;Europe;2017-01-12;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
7282;222661;Influenza - Avian;H5N8 HPAI;43.6397;-0.485556;SAMADET;France;Europe;2017-01-12;2017-01-20;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
7283;222660;Influenza - Avian;H5N8 HPAI;43.6597;-0.4575;Bats;France;Europe;2017-01-12;2017-01-20;domestic, duck;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Anatidae;NA
7284;222659;Influenza - Avian;H5N8 HPAI;43.6597;-0.4575;Bats;France;Europe;2017-01-12;2017-01-20;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
